Input File Name,Date Created,Time Range [min],,m/z Range,,Noise Limit[cts],alpha,SOM,SOM x size,SOM y size,,
GrobMix_VF23_GC,250216_195557,2.092,15,50,200,NaN,0.65,Talanta256SOM.h5,256,256,nan,nan
RT(ms),RT(min),TIC(cts),Rt(BMUs),Difference,x,y,H,S,L,R,G,B
125518,2.09196666666667,258755,2.09196666666667,0.0404357705940764,149,81,0.435155525106729,0.284257698785667,0.826978333388817,0.777795592597861,0.876161074179773,0.837890326174956
125798,2.09663333333333,159225,2.09663333333333,0.0400113843150371,150,81,0.432352752291584,0.286479322334697,0.896059080650593,0.866282156512529,0.925836004788656,0.901664081230709
126077,2.10128333333333,103273,2.10128333333333,0.0442918925727515,150,81,0.432352752291584,0.286479322334697,0.933655764940799,0.914649513440225,0.952662016441372,0.937233369202159
126356,2.10593333333333,71818,2.10593333333333,0.0602240703233576,150,80,0.433589831960632,0.291493744059363,0.954437108391707,0.941155810526635,0.967718406256779,0.957134247580775
126636,2.1106,53452,2.1106,0.0749094348250024,149,79,0.437509801388243,0.294379380903246,0.966458896639451,0.95658508739736,0.976332705881541,0.968928510274427
126915,2.11525,43199,2.11525,0.123048312110481,144,77,0.45347148748604,0.295505314495052,0.973135255086515,0.965196580192026,0.981073929981004,0.976641433170934
127194,2.1199,38822,2.1199,0.16948018903766,144,76,0.454309421869334,0.300770856833323,0.975977884149723,0.968752731782486,0.98320303651696,0.979241579852066
127474,2.12456666666667,35462,2.12456666666667,0.198477376648175,143,77,0.456320150770146,0.293968881305394,0.978157004325896,0.971735843323221,0.984578165328571,0.981212461194841
127753,2.12921666666667,32407,2.12921666666667,0.218140452417295,142,87,0.449945085328397,0.23978339257175,0.980136050999962,0.97537300591886,0.984899096081063,0.982038130299725
128032,2.13386666666667,30461,2.13386666666667,0.181651335589731,169,57,0.417975911570889,0.451503278751487,0.98139555987576,0.97299559416033,0.98979552559119,0.981527531223463
128311,2.13851666666667,29230,2.13851666666667,0.184282767759357,169,57,0.417975911570889,0.451503278751487,0.982191850282993,0.974151412297267,0.990232288268719,0.98231817311252
128591,2.14318333333333,28339,2.14318333333333,0.22450518454044,142,90,0.446324488005106,0.224166397129949,0.982767989904424,0.978905152285992,0.986630827522856,0.984142750079786
128870,2.14783333333333,28138,2.14783333333333,0.216028613451388,168,56,0.420603424528986,0.453637900228374,0.982897935653914,0.975139791094384,0.990656080213443,0.983264438893014
129149,2.15248333333333,27811,2.15248333333333,0.217163387892952,168,54,0.422409457829068,0.463317476649196,0.983109320168965,0.975283573010761,0.99093506732717,0.983648619748397
129429,2.15715,26898,2.15715,0.192370765913681,168,53,0.423284413558966,0.468178943100767,0.983699386568916,0.976067782600857,0.991330990536975,0.984305434850231
129708,2.1618,25841,2.1618,0.202195692744563,168,53,0.423284413558966,0.468178943100767,0.984382281346246,0.977070394333287,0.991694168359206,0.984962939956929
129987,2.16645,25770,2.16645,0.210973630851816,174,53,0.413679925612248,0.484343074673127,0.984428143091167,0.976886022037572,0.991970264144761,0.984157826740109
130267,2.17111666666667,25468,2.17111666666667,0.203586835712069,174,53,0.413679925612248,0.484343074673127,0.98462320413969,0.977175559554087,0.992070848725294,0.98435627390958
130546,2.17576666666667,26289,2.17576666666667,0.226544505719087,174,53,0.413679925612248,0.484343074673127,0.98409287365672,0.976388367174403,0.991797380139038,0.983816737266943
130825,2.18041666666667,26298,2.18041666666667,0.202111561646951,175,53,0.412142588805255,0.487201864037588,0.984087059193395,0.976334244770097,0.991839873616693,0.983666167160242
131105,2.18508333333333,26407,2.18508333333333,0.24793979552892,175,54,0.411192207799844,0.482532089842041,0.984016638113235,0.976304153099313,0.991729123127157,0.983509977929598
131384,2.18973333333333,26455,2.18973333333333,0.221692546517773,175,53,0.412142588805255,0.487201864037588,0.983985626134729,0.976183393336174,0.991787858933284,0.983562051230647
131663,2.19438333333333,25605,2.19438333333333,0.19502336639249,175,53,0.412142588805255,0.487201864037588,0.984534718759445,0.977000004911181,0.992069432607709,0.984125667174089
131943,2.19905,24484,2.19905,0.208653828731358,175,53,0.412142588805255,0.487201864037588,0.985258623000866,0.978076596648407,0.992440649353325,0.984868718443811
132222,2.2037,24739,2.2037,0.206753437974003,175,53,0.412142588805255,0.487201864037588,0.985093977714502,0.977831735871622,0.992356219557383,0.984699718343955
132501,2.20835,24910,2.20835,0.227725986025817,26,45,0.641201565958865,0.72640812207162,0.984983560222176,0.974075496402965,0.977408795727165,0.995891624041387
132781,2.21301666666667,23054,2.21301666666667,0.217497804810062,26,46,0.642139375263971,0.722950404776965,0.986181653619627,0.976191674510588,0.979132000055159,0.996171632728666
133060,2.21766666666667,22184,2.21766666666667,0.213862134787555,26,46,0.642139375263971,0.722950404776965,0.986742990157834,0.977158829526308,0.979979711534224,0.99632715078936
133339,2.22231666666667,22791,2.22231666666667,0.234975406412294,26,45,0.641201565958865,0.72640812207162,0.986351363149632,0.976436882486319,0.979466561469001,0.996265843812945
133619,2.22698333333333,22391,2.22698333333333,0.286270868028013,26,46,0.642139375263971,0.722950404776965,0.986609446366229,0.976928740196507,0.979778038211011,0.996290152535951
133898,2.23163333333333,23055,2.23163333333333,0.214600894675882,26,44,0.640272674236058,0.729890821313239,0.986181008306233,0.976094653109149,0.97928928330184,0.996267363503317
134177,2.23628333333333,23142,2.23628333333333,0.2041599239615,26,45,0.641201565958865,0.72640812207162,0.986124865170559,0.976045854535615,0.979125810785861,0.996203875805504
134457,2.24095,23527,2.24095,0.221967562161797,26,44,0.640272674236058,0.729890821313239,0.985876394997742,0.97556770534274,0.978832755063424,0.996185084652744
