Input File Name,Date Created,Time Range [min],,m/z Range,,Noise Limit[cts],alpha,SOM,SOM x size,SOM y size,,
GrobMix_VF200_GC,250216_195941,2.0919,15,50,200,NaN,0.65,Talanta256SOM.h5,256,256,nan,nan
RT(ms),RT(min),TIC(cts),Rt(BMUs),Difference,x,y,H,S,L,R,G,B
166851,2.78085,16367,2.78085,1.71833508113068,55,240,0.907242821321653,0.733768528948738,0.99072195302656,0.997529891905778,0.983914014147341,0.991491836583952
167131,2.78551666666667,15872,2.78551666666667,1.89744092548749,148,1,0.475845825340487,0.708695367913373,0.991083711913934,0.984764779848357,0.99740264397951,0.995571100914228
167410,2.79016666666667,18364,2.79016666666667,1.28903650805474,132,45,0.493332737608732,0.459194071988419,0.989261770421766,0.98433083905579,0.994192701787742,0.993798192028738
167689,2.79481666666667,16992,2.79481666666667,1.58109886364882,127,31,0.50244834443495,0.535777680103682,0.990265085126658,0.985049335019812,0.995327595800526,0.995480835233504
167969,2.79948333333333,16542,2.79948333333333,1.59826079576427,126,31,0.504080001984405,0.535890362723384,0.990594041451646,0.985553478913408,0.995387817927982,0.995634603989885
168248,2.80413333333333,16855,2.80413333333333,1.79158493579334,21,1,0.611487459895109,0.916323081327358,0.990365240281533,0.981536687568458,0.987382517996238,0.999193792994607
168527,2.80878333333333,16396,2.80878333333333,1.57955177468525,22,1,0.610755024883742,0.912791003997424,0.990700756866015,0.982212491389329,0.987907605693619,0.999189022342701
168807,2.81345,16831,2.81345,1.69527592015033,153,7,0.468331693674057,0.681019519573656,0.990382785148723,0.98383327411107,0.996932296186376,0.99444335312447
169086,2.8181,15801,2.8181,1.72052141304971,154,7,0.467074988422933,0.682126869117315,0.991135594731657,0.985088945719375,0.997182243743939,0.994793211879157
169365,2.82275,15183,2.82275,1.468787784888,54,235,0.90285010302867,0.714127201346465,0.991587132724811,0.997594990087341,0.98557927536228,0.992583228047739
169645,2.82741666666667,14999,2.82741666666667,2.01263212203335,148,1,0.475845825340487,0.708695367913373,0.99172154983231,0.985854650544966,0.997588449119654,0.995887927798498
169924,2.83206666666667,15682,2.83206666666667,1.73648446724149,148,1,0.475845825340487,0.708695367913373,0.991222549977697,0.9850020118048,0.997443088150594,0.995640064564542
170203,2.83671666666667,15496,2.83671666666667,1.64835786905187,70,7,0.571416538280031,0.74093360754915,0.991358454992651,0.984955643875557,0.99227406684682,0.997761266109744
170483,2.84138333333333,15242,2.84138333333333,1.59209709570905,54,235,0.90285010302867,0.714127201346465,0.991544029509635,0.997582668050588,0.985505390968682,0.99254522831389
170762,2.84603333333333,14616,2.84603333333333,1.57716698075933,54,235,0.90285010302867,0.714127201346465,0.992001310506886,0.997713392249043,0.986289228764729,0.992948366597638
171041,2.85068333333333,15584,2.85068333333333,1.47874902171076,53,235,0.901851118008444,0.717290804553709,0.99129415709627,0.997538778157005,0.985049536035535,0.9924043669424
